"","date","total","Armed_Assault","Bombing","Assisination","Hijacking","Hostage","Kidnapping","Facility_attack","Unarmed_assault","Unknown"
"456","2009-08-25",3,3,5,0,0,0,0,2,0,1
"457","2009-08-26",2,2,0,0,0,0,0,0,0,1
"458","2009-08-29",1,1,0,0,0,0,0,0,0,0
"459","2009-08-30",1,1,1,0,0,0,0,0,0,0
"460","2009-09-01",1,1,1,0,0,0,0,0,0,0
"461","2009-09-06",2,2,0,0,0,0,0,0,0,0
"462","2009-09-13",1,1,0,0,0,0,0,0,0,0
"463","2009-09-14",1,1,0,0,0,0,0,0,0,0
"464","2009-09-21",1,1,0,0,0,0,0,0,0,0
"465","2009-09-25",1,1,0,0,0,0,0,0,0,0
"466","2009-10-01",1,1,0,0,0,0,0,0,0,0
"467","2009-10-02",2,2,0,0,0,0,0,0,0,0
"468","2009-10-03",1,1,2,0,0,0,0,0,0,0
"469","2009-10-04",1,1,1,0,0,0,0,0,0,0
"470","2009-10-06",1,1,0,0,0,0,0,0,0,0
"471","2009-10-08",2,2,0,0,0,0,0,0,0,0
"472","2009-10-09",1,1,3,0,0,0,0,0,0,0
"473","2009-10-10",1,1,0,0,0,0,0,0,0,0
"474","2009-10-11",2,2,0,0,0,0,0,1,0,0
"475","2009-10-12",2,2,5,0,0,0,2,2,0,0
"476","2009-10-13",4,4,6,0,0,0,1,3,0,2
"477","2009-10-15",4,4,0,0,0,0,0,0,0,0
"478","2009-10-20",1,1,0,0,0,0,0,0,0,0
"479","2009-10-21",3,3,1,0,0,0,0,0,0,0
"480","2009-10-25",2,2,1,0,0,0,0,0,0,0
"481","2009-10-27",1,1,2,0,1,0,1,3,0,1
"482","2009-10-28",1,1,2,0,0,0,2,0,0,0
"483","2009-10-29",5,5,0,0,0,0,0,0,0,2
"484","2009-10-31",2,2,1,0,0,0,1,1,0,1
"485","2009-11-01",1,1,0,0,0,0,3,0,0,0
"486","2009-11-04",1,1,1,0,0,0,0,0,0,0
"487","2009-11-05",1,1,0,0,0,0,0,1,0,0
"488","2009-11-06",2,2,1,0,0,0,0,0,0,0
"489","2009-11-07",2,2,0,0,0,0,0,0,0,0
"490","2009-11-08",2,2,1,0,0,0,0,0,0,0
"491","2009-11-09",1,1,1,0,0,0,0,0,0,0
"492","2009-11-10",1,1,0,0,0,0,2,0,0,0
"493","2009-11-19",1,1,4,0,0,0,0,0,0,0
"494","2009-11-22",1,1,1,0,0,0,0,0,0,0
"495","2009-11-24",1,1,0,0,0,0,0,0,0,0
"496","2009-12-04",1,1,1,0,0,0,0,1,0,0
"497","2009-12-07",2,2,0,0,0,0,0,0,0,0
"498","2009-12-08",3,3,0,0,0,0,0,0,0,0
"499","2009-12-10",2,2,3,0,0,0,0,0,0,0
"500","2009-12-11",1,1,0,0,0,0,0,0,0,0
"501","2010-01-15",1,1,1,0,0,0,0,0,0,0
"502","2010-01-17",1,1,1,0,0,0,0,1,0,0
"503","2010-01-19",1,1,1,0,0,0,0,0,0,0
"504","2010-01-20",1,1,1,0,0,0,0,0,0,0
"505","2010-01-24",1,1,4,0,0,0,0,0,0,0
"506","2010-01-25",1,1,4,0,0,0,4,0,0,0
"507","2010-01-26",1,1,0,0,0,0,0,1,0,0
"508","2010-01-27",1,1,0,0,0,0,1,1,0,0
"509","2010-01-28",1,1,1,0,0,0,0,0,0,0
"510","2010-01-29",2,2,1,0,0,0,1,1,0,0
"511","2010-01-31",1,1,0,0,0,0,1,0,0,0
"512","2010-02-01",2,2,0,0,0,0,0,0,0,0
"513","2010-02-02",1,1,0,0,0,0,1,0,0,0
"514","2010-02-03",1,1,1,0,0,0,0,0,0,0
"515","2010-02-06",1,1,0,0,0,0,0,1,0,0
"516","2010-02-07",1,1,1,0,0,0,1,0,0,0
"517","2010-02-10",2,2,2,0,1,0,0,1,0,0
"518","2010-02-11",1,1,0,0,0,0,0,1,0,0
"519","2010-02-14",1,1,1,0,0,0,0,0,0,1
"520","2010-02-15",1,1,1,0,0,0,0,0,0,0
"521","2010-02-18",1,1,0,0,0,0,0,0,0,0
"522","2010-02-21",1,1,1,0,0,0,0,0,0,0
"523","2010-02-22",1,1,1,0,0,0,0,0,0,0
"524","2010-02-23",2,2,0,0,0,0,0,3,0,0
"525","2010-02-25",1,1,0,0,0,0,0,0,0,0
"526","2010-03-01",2,2,0,0,0,0,0,0,0,1
"527","2010-03-02",1,1,0,0,0,0,0,0,0,0
"528","2010-03-06",1,1,0,0,0,0,0,0,0,0
"529","2010-03-07",1,1,0,0,0,0,1,0,0,0
"530","2010-03-09",1,1,0,0,0,0,0,0,0,0
"531","2010-03-10",1,1,0,0,0,0,0,0,0,0
"532","2010-03-16",1,1,0,0,0,0,0,1,0,0
"533","2010-03-18",1,1,2,0,0,0,2,0,0,0
"534","2010-03-20",2,2,0,0,0,0,1,0,0,0
"535","2010-03-22",1,1,4,0,0,0,1,0,0,0
"536","2010-03-23",3,3,4,0,0,0,0,2,0,0
"537","2010-03-25",3,3,1,0,0,0,0,1,0,0
"538","2010-03-30",2,2,0,0,0,0,1,0,0,0
"539","2010-04-04",1,1,1,0,0,0,0,0,0,0
"540","2010-04-06",1,1,0,0,0,0,0,0,0,0
"541","2010-04-11",1,1,0,0,0,0,1,0,0,0
"542","2010-04-12",1,1,0,0,0,0,2,0,0,1
"543","2010-04-17",1,1,1,0,0,0,0,0,0,0
"544","2010-04-19",1,1,1,0,0,0,0,1,0,0
"545","2010-04-20",1,1,0,0,0,0,0,1,1,0
"546","2010-04-23",1,1,0,0,0,0,0,0,0,0
"547","2010-04-28",1,1,3,0,0,0,1,0,0,0
"548","2010-04-30",2,2,0,0,0,0,0,0,0,0
"549","2010-05-02",2,2,1,0,0,0,0,0,0,1
"550","2010-05-04",2,2,0,0,0,0,1,0,0,0
"551","2010-05-05",1,1,0,0,0,0,0,0,0,0
"552","2010-05-08",1,1,1,0,0,0,0,0,0,0
"553","2010-05-09",1,1,0,0,0,0,0,0,0,0
"554","2010-05-10",2,2,0,1,0,0,0,0,0,0
"555","2010-05-11",1,1,0,0,0,0,0,0,0,0
"556","2010-05-12",1,1,1,0,0,0,1,0,0,0
"557","2010-05-13",1,1,0,0,0,0,1,0,0,0
"558","2010-05-15",2,2,0,0,0,0,1,0,0,0
"559","2010-05-16",1,1,0,0,0,0,0,0,0,0
"560","2010-05-17",1,1,1,0,0,0,0,0,0,0
"561","2010-05-22",1,1,0,0,0,0,1,0,0,0
"562","2010-05-25",2,2,0,0,0,0,0,1,0,0
"563","2010-05-26",3,3,0,0,0,0,1,0,0,0
"564","2010-05-27",2,2,0,0,0,0,0,0,0,0
"565","2010-05-31",1,1,0,0,0,0,0,0,0,0
"566","2010-06-08",1,1,1,0,0,0,0,0,0,0
"567","2010-06-14",2,2,0,0,0,0,1,1,0,0
"568","2010-06-16",1,1,0,0,0,0,0,0,0,0
"569","2010-06-19",2,2,0,0,0,0,0,0,0,0
"570","2010-06-20",1,1,0,0,0,0,0,0,0,0
"571","2010-06-28",2,2,0,0,0,0,0,0,0,0
"572","2010-06-29",1,1,0,0,0,0,1,0,0,0
"573","2010-06-30",1,1,1,0,0,0,2,0,0,0
"574","2010-07-01",2,2,2,0,0,0,0,0,0,0
"575","2010-07-02",1,1,0,0,0,0,1,0,0,0
"576","2010-07-06",1,1,2,0,0,0,0,0,0,0
"577","2010-07-08",1,1,3,2,0,0,0,0,0,0
"578","2010-07-09",1,1,1,0,0,0,0,0,0,0
"579","2010-07-13",6,6,0,0,0,0,1,0,0,0
"580","2010-07-14",1,1,0,1,0,0,0,0,0,0
"581","2010-07-15",2,2,2,0,0,0,0,0,0,0
"582","2010-07-17",1,1,1,0,0,0,0,0,0,0
"583","2010-07-23",1,1,0,0,1,0,0,0,0,0
"584","2010-07-26",1,1,0,0,0,0,0,0,0,0
"585","2010-08-02",1,1,0,0,0,0,0,0,0,0
"586","2010-08-04",1,1,1,1,0,0,1,1,0,0
"587","2010-08-13",1,1,1,0,0,0,0,2,0,0
"588","2010-08-17",1,1,1,0,0,0,0,0,0,0
"589","2010-08-18",1,1,0,0,0,0,1,0,0,0
"590","2010-08-20",1,1,0,0,0,0,0,0,0,0
"591","2010-08-29",2,2,0,1,0,0,1,0,0,0
"592","2010-08-30",1,1,0,0,0,0,0,0,1,0
"593","2010-09-01",1,1,0,0,0,0,0,0,0,0
"594","2010-09-02",1,1,0,0,0,0,0,0,0,0
"595","2010-09-03",1,1,0,0,0,0,0,0,0,0
"596","2010-09-04",1,1,0,0,0,0,0,0,0,0
"597","2010-09-05",1,1,0,0,0,0,0,0,0,0
"598","2010-09-06",1,1,0,0,0,0,0,0,0,0
"599","2010-09-08",2,2,1,0,0,0,0,0,0,0
"600","2010-09-12",3,3,1,0,0,0,0,0,0,0
"601","2010-09-13",1,1,1,0,0,0,1,1,0,0
"602","2010-09-14",1,1,1,0,0,0,1,1,0,0
"603","2010-09-18",2,2,0,0,0,0,2,0,0,0
"604","2010-09-19",1,1,2,0,0,0,1,0,0,0
"605","2010-09-20",2,2,1,0,0,0,0,0,0,1
"606","2010-09-21",2,2,0,0,0,0,0,0,0,0
"607","2010-09-22",2,2,1,0,0,0,1,0,0,0
"608","2010-09-24",1,1,1,0,0,0,0,1,0,0
"609","2010-09-25",1,1,0,1,0,0,0,0,0,0
"610","2010-09-29",1,1,1,0,0,0,0,0,0,0
"611","2010-10-02",3,3,1,0,0,0,0,0,0,0
"612","2010-10-03",1,1,0,0,0,0,0,0,0,0
"613","2010-10-08",1,1,0,0,0,0,1,0,0,0
"614","2010-10-09",1,1,1,0,0,0,1,0,0,0
"615","2010-10-12",1,1,1,0,0,0,0,0,0,0
"616","2010-10-13",1,1,1,0,0,0,1,0,0,0
"617","2010-10-17",1,1,0,0,0,0,0,0,0,0
"618","2010-10-18",1,1,1,0,0,0,0,1,0,0
"619","2010-10-19",2,2,0,0,0,0,1,0,0,0
"620","2010-10-20",1,1,0,0,0,0,0,0,0,0
"621","2010-10-24",1,1,0,0,0,0,2,0,0,0
"622","2010-10-25",1,1,1,0,0,0,0,0,0,0
"623","2010-11-01",1,1,2,0,0,0,0,0,0,0
"624","2010-11-03",1,1,1,0,0,0,0,0,0,0
"625","2010-11-05",1,1,0,0,0,0,1,0,0,0
"626","2010-11-07",3,3,5,0,0,0,0,0,0,0
"627","2010-11-08",6,6,5,0,0,0,1,1,0,0
"628","2010-11-10",1,1,1,0,0,0,0,0,1,0
"629","2010-11-11",1,1,0,0,0,0,1,2,0,0
"630","2010-11-12",1,1,2,0,0,0,0,0,0,0
"631","2010-11-15",1,1,0,0,0,0,0,0,1,0
"632","2010-11-17",2,2,1,0,0,0,0,0,0,0
"633","2010-11-18",1,1,0,0,0,0,0,0,0,0
"634","2010-11-20",1,1,1,0,0,0,1,0,0,0
"635","2010-11-21",2,2,0,0,0,0,1,0,0,0
"636","2010-11-23",1,1,3,0,0,0,0,0,0,0
"637","2010-11-24",1,1,0,0,0,0,0,0,0,0
"638","2010-11-25",1,1,1,0,0,0,0,1,0,0
"639","2010-11-28",1,1,1,0,0,0,0,0,0,0
"640","2010-12-01",2,2,0,0,0,0,1,0,0,0
"641","2010-12-02",2,2,1,0,0,0,1,2,0,1
"642","2010-12-04",1,1,0,0,0,0,1,0,0,0
"643","2010-12-05",1,1,0,0,0,0,0,0,0,0
"644","2010-12-07",1,1,1,0,0,0,1,3,0,0
"645","2010-12-08",1,1,0,0,0,0,0,0,0,0
"646","2010-12-10",1,1,0,0,0,0,0,1,0,0
"647","2010-12-13",1,1,0,0,0,0,0,0,0,0
"648","2010-12-16",1,1,0,0,0,0,1,0,0,0
"649","2010-12-17",1,1,0,0,0,0,0,0,0,1
"650","2010-12-18",1,1,0,0,0,0,0,0,0,0
"651","2010-12-21",1,1,0,1,0,0,0,3,0,0
"652","2010-12-24",3,3,2,0,0,0,0,1,0,2
"653","2010-12-26",1,1,0,0,0,0,0,0,0,0
"654","2010-12-27",1,1,0,0,0,0,0,0,0,0
"655","2010-12-30",1,1,0,0,0,0,0,1,0,0
"656","2011-01-04",1,1,2,0,0,0,0,0,0,0
"657","2011-01-07",1,1,0,0,0,0,0,0,0,0
"658","2011-01-08",1,1,1,0,0,0,0,0,0,0
"659","2011-01-11",1,1,1,0,0,0,0,0,0,1
"660","2011-01-12",1,1,0,0,0,0,0,0,0,0
"661","2011-01-18",1,1,0,0,0,0,1,0,0,0
"662","2011-01-23",1,1,0,0,0,0,0,0,0,0
"663","2011-01-25",1,1,1,0,0,0,1,1,0,0
"664","2011-01-26",1,1,1,0,0,0,0,0,0,0
"665","2011-01-28",1,1,0,0,0,0,0,0,0,0
"666","2011-01-30",1,1,0,0,0,0,1,0,0,0
"667","2011-01-31",1,1,1,0,0,0,0,1,0,0
"668","2011-02-01",1,1,1,0,0,0,1,0,0,0
"669","2011-02-04",1,1,0,0,0,0,0,0,0,0
"670","2011-02-05",1,1,0,0,0,0,0,2,0,0
"671","2011-02-06",1,1,1,0,0,0,0,1,0,1
"672","2011-02-07",1,1,3,0,0,0,0,0,0,1
"673","2011-02-08",1,1,0,0,0,0,0,0,0,0
"674","2011-02-11",2,2,1,0,0,0,0,0,0,0
"675","2011-02-12",1,1,0,1,0,0,0,0,0,0
"676","2011-02-14",1,1,1,0,0,0,0,0,0,0
"677","2011-02-15",1,1,0,0,0,0,0,0,0,0
"678","2011-02-16",1,1,2,0,0,0,1,0,0,0
"679","2011-02-18",1,1,1,0,0,0,1,0,0,0
"680","2011-02-20",1,1,0,0,0,0,0,0,0,0
"681","2011-02-26",1,1,1,0,0,0,0,0,0,0
"682","2011-02-28",1,1,2,0,0,0,0,0,0,0
"683","2011-03-04",1,1,0,0,0,0,0,0,0,0
"684","2011-03-05",1,1,0,0,0,0,0,0,0,0
"685","2011-03-12",2,2,0,0,0,0,0,0,0,0
"686","2011-03-14",8,8,3,0,0,0,0,1,0,1
"687","2011-03-17",1,1,0,0,0,0,1,2,1,0
"688","2011-03-20",1,1,0,0,0,0,1,0,0,0
"689","2011-03-21",3,3,0,0,0,0,0,0,0,0
"690","2011-03-23",1,1,0,0,0,0,0,0,0,0
"691","2011-03-24",1,1,2,0,0,0,0,0,0,0
"692","2011-03-28",1,1,1,0,0,0,0,0,0,0
"693","2011-03-30",1,1,1,1,0,0,1,0,0,0
"694","2011-04-01",1,1,1,0,0,0,0,0,0,0
"695","2011-04-02",3,3,1,0,0,0,0,0,0,0
"696","2011-04-04",4,4,0,0,0,0,0,0,0,1
"697","2011-04-06",3,3,1,0,0,0,0,0,0,0
"698","2011-04-13",1,1,0,0,0,0,0,0,0,0
"699","2011-04-14",1,1,1,0,0,0,0,0,0,0
"700","2011-04-15",1,1,0,0,0,0,0,0,0,1
"701","2011-04-17",1,1,1,0,0,0,3,0,0,0
"702","2011-04-18",2,2,0,0,0,0,0,1,0,0
"703","2011-04-20",2,2,4,0,0,0,1,0,0,0
"704","2011-04-25",2,2,1,0,0,0,0,0,0,1
"705","2011-04-26",1,1,2,0,0,0,0,0,0,0
"706","2011-04-28",1,1,0,1,0,0,0,0,0,0
"707","2011-04-30",3,3,0,0,0,0,1,0,0,0
"708","2011-05-01",1,1,0,0,0,0,0,0,0,0
"709","2011-05-02",1,1,3,0,0,0,0,0,0,0
"710","2011-05-03",1,1,1,0,0,0,1,0,0,1
"711","2011-05-05",1,1,2,0,0,0,0,0,0,0
"712","2011-05-06",1,1,0,0,0,0,0,2,0,0
"713","2011-05-08",4,4,5,0,0,0,0,1,0,0
"714","2011-05-10",1,1,3,0,0,0,0,0,0,0
"715","2011-05-14",1,1,0,0,0,0,0,1,0,0
"716","2011-05-15",2,2,1,0,0,0,0,0,1,1
"717","2011-05-16",1,1,0,0,0,0,2,0,0,0
"718","2011-05-17",4,4,2,0,0,0,0,1,0,0
"719","2011-05-18",1,1,0,0,0,0,0,0,0,0
"720","2011-05-19",3,3,1,0,0,0,0,0,0,0
"721","2011-05-20",1,1,0,0,0,0,0,0,0,0
"722","2011-05-21",1,1,1,0,0,0,1,2,0,0
"723","2011-05-27",1,1,0,0,0,0,0,0,0,2
"724","2011-05-31",1,1,1,0,0,0,0,3,0,0
"725","2011-06-01",1,1,0,0,0,0,2,1,0,0
"726","2011-06-02",2,2,0,0,0,0,0,0,0,0
"727","2011-06-07",1,1,0,0,0,0,0,0,0,0
"728","2011-06-08",1,1,2,0,0,0,1,0,0,0
"729","2011-06-09",1,1,0,0,0,0,0,0,0,0
"730","2011-06-14",1,1,0,0,0,0,0,0,0,0
"731","2011-06-15",1,1,0,0,0,0,0,0,0,0
"732","2011-06-16",1,1,5,0,0,0,1,1,0,0
"733","2011-06-22",1,1,0,0,0,0,0,1,0,0
"734","2011-06-24",1,1,0,0,0,0,2,0,0,0
"735","2011-06-25",1,1,0,0,0,0,0,0,0,0
"736","2011-06-26",1,1,1,0,0,0,0,0,0,0
"737","2011-06-27",1,1,0,0,0,0,0,1,0,0
"738","2011-06-28",1,1,0,0,0,0,0,0,0,0
"739","2011-06-29",2,2,1,0,0,0,0,0,0,0
"740","2011-06-30",2,2,2,0,0,0,1,0,0,0
"741","2011-07-01",1,1,0,0,0,0,0,0,0,0
"742","2011-07-06",2,2,0,0,0,0,0,0,0,0
"743","2011-07-07",1,1,0,0,0,0,3,0,0,1
"744","2011-07-08",1,1,1,0,0,0,0,0,0,0
"745","2011-07-16",2,2,0,0,0,0,0,0,0,0
"746","2011-07-20",1,1,0,0,0,0,0,0,0,0
"747","2011-07-21",1,1,1,0,0,0,0,1,0,0
"748","2011-07-22",2,2,1,0,0,0,0,0,0,0
"749","2011-07-23",1,1,0,0,0,0,0,0,0,0
"750","2011-07-24",1,1,0,0,0,0,0,0,0,0
"751","2011-07-30",2,2,0,0,0,0,0,0,0,0
"752","2011-08-01",1,1,1,0,0,0,1,2,0,0
"753","2011-08-02",1,1,0,0,0,0,0,0,0,0
"754","2011-08-04",1,1,0,0,0,0,0,1,0,3
"755","2011-08-08",1,1,0,0,0,0,0,0,0,0
"756","2011-08-11",1,1,1,0,0,0,1,1,0,0
"757","2011-08-13",1,1,1,0,0,0,0,0,0,0
"758","2011-08-14",2,2,1,0,0,0,2,0,0,0
"759","2011-08-15",1,1,1,0,0,0,0,0,0,0
"760","2011-08-16",3,3,2,0,0,0,0,0,0,0
"761","2011-08-18",2,2,0,0,0,0,0,0,0,0
"762","2011-08-19",2,2,0,0,0,0,0,0,0,1
"763","2011-08-22",2,2,0,0,0,0,0,1,0,0
"764","2011-08-24",2,2,0,0,0,0,0,0,0,1
"765","2011-08-25",1,1,1,0,0,0,0,0,0,0
"766","2011-08-28",1,1,1,0,0,0,0,0,0,0
"767","2011-08-29",1,1,0,0,0,0,1,0,0,0
"768","2011-09-09",1,1,0,0,0,0,0,0,0,0
"769","2011-09-13",1,1,1,0,0,0,1,0,1,0
"770","2011-09-20",1,1,0,0,0,0,1,0,0,0
"771","2011-09-21",1,1,0,0,0,0,0,1,0,0
"772","2011-09-22",1,1,0,0,0,0,0,0,0,0
"773","2011-09-24",1,1,0,0,0,0,0,0,0,0
"774","2011-09-25",1,1,0,0,0,0,0,0,0,0
"775","2011-09-27",2,2,1,0,0,0,0,0,0,1
"776","2011-09-28",2,2,0,0,0,0,0,0,0,0
"777","2011-10-01",1,1,1,0,0,0,1,0,0,0
"778","2011-10-11",1,1,0,0,0,0,0,0,0,0
"779","2011-10-14",1,1,0,0,0,0,0,0,0,0
"780","2011-10-16",2,2,0,0,0,0,0,1,0,0
"781","2011-10-18",2,2,1,0,0,0,1,0,0,1
"782","2011-10-19",1,1,0,0,0,0,0,0,0,0
"783","2011-10-22",2,2,0,0,0,0,0,0,0,0
"784","2011-10-24",1,1,0,0,0,0,0,0,0,0
"785","2011-10-25",1,1,0,0,0,0,1,1,0,0
"786","2011-10-26",1,1,3,0,0,0,1,0,0,0
"787","2011-10-30",2,2,0,0,0,0,0,0,1,0
"788","2011-10-31",2,2,0,0,0,0,1,0,0,0
"789","2011-11-05",1,1,0,1,0,0,1,0,0,0
"790","2011-11-06",1,1,1,0,0,0,0,0,0,0
"791","2011-11-14",2,2,0,0,0,0,0,0,0,0
"792","2011-11-16",3,3,1,0,0,0,0,0,0,0
"793","2011-11-24",1,1,0,0,0,0,0,0,0,0
"794","2011-12-01",1,1,1,0,0,0,0,0,0,0
"795","2011-12-05",2,2,2,0,0,0,0,3,0,0
"796","2011-12-08",1,1,1,0,0,0,0,0,0,0
"797","2011-12-10",1,1,0,0,0,0,0,1,0,0
"798","2011-12-17",1,1,1,0,0,0,0,0,0,0
"799","2011-12-20",1,1,0,0,0,0,0,0,0,0
"800","2011-12-23",1,1,0,0,0,0,0,0,0,0
"801","2012-01-07",2,2,2,0,0,0,0,0,0,0
"802","2012-01-08",1,1,2,0,0,0,0,0,0,0
"803","2012-01-16",1,1,1,0,0,0,0,0,0,0
"804","2012-01-21",1,1,1,0,0,0,1,0,0,0
"805","2012-01-22",1,1,1,0,0,0,0,0,0,0
"806","2012-01-24",1,1,0,0,0,0,2,0,0,0
"807","2012-01-27",1,1,3,0,0,0,0,0,0,0
"808","2012-01-28",1,1,4,0,0,0,0,1,0,0
"809","2012-02-07",1,1,0,0,0,0,0,0,0,0
"810","2012-02-10",2,2,1,0,0,0,0,0,0,0
"811","2012-02-19",1,1,0,0,0,0,0,0,0,0
"812","2012-02-21",1,1,0,0,0,0,0,0,0,0
"813","2012-02-26",1,1,2,0,0,0,0,1,0,0
"814","2012-02-28",1,1,1,0,0,0,0,0,0,0
"815","2012-03-02",1,1,0,0,0,0,0,0,0,0
"816","2012-03-05",1,1,0,0,0,0,0,0,0,0
"817","2012-03-09",1,1,0,0,0,0,0,0,0,0
"818","2012-03-10",1,1,0,1,0,0,0,0,0,0
"819","2012-03-22",1,1,3,0,0,0,0,1,0,0
"820","2012-03-26",1,1,0,0,0,0,0,0,0,0
"821","2012-04-11",2,2,1,0,0,0,0,0,0,0
"822","2012-04-12",1,1,1,0,0,0,0,0,0,0
"823","2012-04-13",1,1,1,1,0,0,0,0,0,0
"824","2012-04-18",1,1,1,0,0,0,0,0,0,0
"825","2012-04-20",1,1,1,0,0,0,0,1,0,0
"826","2012-04-25",1,1,0,0,0,0,0,0,0,0
"827","2012-05-02",2,2,1,0,0,0,2,0,0,0
"828","2012-05-04",1,1,1,1,0,0,0,0,0,0
"829","2012-05-09",1,1,0,0,0,0,0,0,0,0
"830","2012-05-10",1,1,0,0,0,0,0,0,0,0
"831","2012-05-11",1,1,2,0,0,0,0,0,0,0
"832","2012-05-13",2,2,2,0,0,0,0,0,0,0
"833","2012-05-14",1,1,4,0,0,0,2,1,0,0
"834","2012-05-17",1,1,2,0,0,0,0,0,0,0
"835","2012-05-19",1,1,3,0,0,1,1,0,0,0
"836","2012-05-21",1,1,1,0,0,0,0,0,0,0
"837","2012-05-29",1,1,1,0,0,0,0,0,0,0
"838","2012-05-30",1,1,0,0,0,0,0,0,0,0
"839","2012-06-06",1,1,0,0,0,0,0,0,0,0
"840","2012-06-07",2,2,3,0,0,0,0,0,0,0
"841","2012-06-08",1,1,0,0,0,0,1,0,0,0
"842","2012-06-11",2,2,3,0,0,0,0,3,0,0
"843","2012-06-15",2,2,0,2,0,0,0,0,0,0
"844","2012-06-25",1,1,0,0,0,0,0,1,0,0
"845","2012-06-27",2,2,1,0,0,0,0,0,0,0
"846","2012-07-02",1,1,1,0,0,0,0,0,0,0
"847","2012-07-03",1,1,0,0,0,0,0,0,0,0
"848","2012-07-04",2,2,2,0,0,0,0,0,0,1
"849","2012-07-07",1,1,0,0,0,0,0,1,0,0
"850","2012-07-11",1,1,1,0,0,0,0,0,0,0
"851","2012-07-16",1,1,0,1,0,0,1,0,0,0
"852","2012-07-20",3,3,0,0,0,0,0,1,0,0
"853","2012-07-21",1,1,1,0,0,0,0,0,0,0
"854","2012-07-23",2,2,2,0,0,0,0,0,0,0
"855","2012-07-24",1,1,2,0,0,0,0,0,0,0
"856","2012-07-29",2,2,0,0,0,0,0,0,0,0
"857","2012-07-30",1,1,1,0,0,0,0,1,0,0
"858","2012-08-02",1,1,2,0,0,0,0,0,0,0
"859","2012-08-07",1,1,2,0,0,0,1,0,0,0
"860","2012-08-10",1,1,1,0,0,0,0,0,0,0
"861","2012-08-13",1,1,2,0,0,0,0,1,0,1
"862","2012-08-20",1,1,1,0,0,0,0,0,0,0
"863","2012-08-23",1,1,1,0,0,0,0,0,0,0
"864","2012-08-28",1,1,0,0,0,0,1,0,0,0
"865","2012-08-29",1,1,1,0,0,0,0,0,0,0
"866","2012-09-08",1,1,2,0,0,0,0,0,0,0
"867","2012-09-19",3,3,0,0,0,0,0,0,0,0
"868","2012-09-20",1,1,2,0,0,0,1,1,0,0
"869","2012-09-23",2,2,1,0,0,0,0,0,0,0
"870","2012-09-28",1,1,1,0,0,0,1,0,0,0
"871","2012-09-29",1,1,3,0,0,0,0,0,0,0
"872","2012-10-01",2,2,0,0,0,0,0,0,0,0
"873","2012-10-02",1,1,2,0,0,0,0,0,0,0
"874","2012-10-05",1,1,0,0,0,0,0,0,0,0
"875","2012-10-06",1,1,2,0,0,0,1,0,0,0
"876","2012-10-07",1,1,4,0,0,0,0,0,0,0
"877","2012-10-19",1,1,1,0,0,0,0,0,0,0
"878","2012-10-21",1,1,1,0,0,0,0,0,0,0
"879","2012-10-22",1,1,0,0,0,0,0,0,0,0
"880","2012-10-28",1,1,1,0,0,0,0,0,0,0
"881","2012-10-30",1,1,0,0,0,0,0,0,0,0
"882","2012-11-03",1,1,3,0,0,0,0,1,0,0
"883","2012-11-04",1,1,0,0,0,0,0,0,0,0
"884","2012-11-09",1,1,2,0,0,0,0,0,0,0
"885","2012-11-10",1,1,0,0,0,0,0,0,0,0
"886","2012-11-11",1,1,1,0,0,0,0,0,0,0
"887","2012-11-13",1,1,0,0,0,0,0,0,0,0
"888","2012-11-15",1,1,0,0,0,0,0,0,0,0
"889","2012-11-16",1,1,2,0,0,0,0,0,0,0
"890","2012-11-18",1,1,0,0,0,0,0,0,0,0
"891","2012-11-19",1,1,0,0,0,0,0,0,0,0
"892","2012-11-20",2,2,0,0,0,0,0,0,0,0
"893","2012-11-23",1,1,2,0,0,0,0,0,0,0
"894","2012-11-24",1,1,2,0,0,0,0,0,0,0
"895","2012-11-25",1,1,0,0,0,0,1,0,0,0
"896","2012-11-27",1,1,2,0,0,0,0,0,0,0
"897","2012-11-28",1,1,1,0,0,0,0,0,0,0
"898","2012-12-04",1,1,0,0,0,0,0,0,0,0
"899","2012-12-07",1,1,1,1,0,0,0,0,0,0
"900","2012-12-26",1,1,0,0,0,0,0,0,0,0
"901","2012-12-27",1,1,1,0,0,0,0,0,0,0
"902","2012-12-28",1,1,0,0,0,0,0,0,0,0
"903","2013-01-06",1,1,3,0,0,0,0,0,0,0
"904","2013-01-07",1,1,0,0,0,0,0,0,0,0
"905","2013-01-08",1,1,2,0,0,0,0,0,0,0
"906","2013-01-12",1,1,2,1,0,0,0,0,0,0
"907","2013-01-18",2,2,1,0,0,0,0,0,0,0
"908","2013-01-21",1,1,1,0,0,0,0,0,0,0
"909","2013-01-24",1,1,5,0,0,0,0,0,0,0
"910","2013-01-31",1,1,0,0,0,0,0,0,0,0
"911","2013-02-02",1,1,1,0,0,0,0,0,0,0
"912","2013-02-03",1,1,1,0,0,0,0,0,0,0
"913","2013-02-05",1,1,0,0,0,0,0,1,0,0
"914","2013-02-08",1,1,0,0,0,0,0,0,0,0
"915","2013-02-09",1,1,0,0,0,0,0,0,0,0
"916","2013-02-11",1,1,1,0,0,0,0,0,0,0
"917","2013-02-14",1,1,2,0,0,0,0,0,0,0
"918","2013-02-15",1,1,1,0,0,0,1,0,0,0
"919","2013-02-16",1,1,1,0,0,0,0,1,0,0
